,0
393,https://www.azlyrics.com/lyrics/roddyricch/areacodes.html
394,https://www.azlyrics.com/lyrics/roddyricch/brandnew.html
395,https://www.azlyrics.com/lyrics/roddyricch/downforreal.html
396,https://www.azlyrics.com/lyrics/roddyricch/everyseason.html
397,https://www.azlyrics.com/lyrics/roddyricch/downbelow.html
398,https://www.azlyrics.com/lyrics/roddyricch/dayoneoutro.html
399,https://www.azlyrics.com/lyrics/roddyricch/intro.html
400,https://www.azlyrics.com/lyrics/roddyricch/thebox.html
401,https://www.azlyrics.com/lyrics/roddyricch/startwitme.html
402,https://www.azlyrics.com/lyrics/roddyricch/perfecttime.html
403,https://www.azlyrics.com/lyrics/roddyricch/moonwalkin.html
404,https://www.azlyrics.com/lyrics/roddyricch/bigstepper.html
405,https://www.azlyrics.com/lyrics/roddyricch/godseyes.html
406,https://www.azlyrics.com/lyrics/roddyricch/peta.html
407,https://www.azlyrics.com/lyrics/roddyricch/boomboomroom.html
408,https://www.azlyrics.com/lyrics/roddyricch/elysesskit.html
409,https://www.azlyrics.com/lyrics/roddyricch/highfashion.html
410,https://www.azlyrics.com/lyrics/roddyricch/baccseat.html
411,https://www.azlyrics.com/lyrics/roddyricch/rolldice.html
412,https://www.azlyrics.com/lyrics/roddyricch/prayerstothetrapgod.html
